,texto,fechas,candidato,nombre_lugar
1876,"Si esas frases ingeniosas las dice Larrañaga sobre Cosse, ayer si hubiese visto, la manifestación de la historia en urug de todos los colectivos q existen acá. Pero como son de mujica, son ingeniosas 🤦‍♀️ ",21,Cosse,"Canelones, Uruguay"
2021,"la pura verdad, todos los votos van raffo, porque votar a villar, martinez o cosse es todo lo mismo PIENSAN LO MISMO QUE MUJICA NO TENGO DUDAS! ",21,Cosse,"Montevideo, Uruguay"
2116,Vamos Carolina 💪🏼💪🏼 🔴🔵⚪ ,21,Cosse,"Montevideo, Uruguay"
2196,"Para vos Carolina, te está esperando 👏🏼👏🏼 ",21,Cosse,"Montevideo, Uruguay"
2347,Genia👏🏼👏🏼 ♥️ ,21,Cosse,"Montevideo, Uruguay"
2613,"No permitir. que la gente TRABAJE , ES UN DELITO DE LESA HUMANIDAD !! ",21,Cosse,"Montevideo, Uruguay"
2803,Si acaso esto no es un fotón de entonces que es?! Gracias Verónica. 📸 Las latas de CaroCo 😎 Que nos traigan las urnas! ,21,Cosse,"Montevideo, Uruguay"
2941,"A si , si .jjaaja todo se llevo ",21,Cosse,"Montevideo, Uruguay"
3450,"Aquí se vota un intendente para Montevideo no el nene de....X eso en las encuestas esta Cosse al frente. .El Pepe fue guerrillero, equivocado o no peleó X un ideal y pago sus errores. Por si no sabes bajo la pobreza de 19 a 8%..Lo demás es viru viru. ",21,Cosse,"Montevideo, Uruguay"
3491,"Que si los agravios hubiesen sido contra Cosse, por ejemplo, y por parte de derecha, estarían todas desfilando con pito y pancarta por 18 de julio? ",21,Cosse,"Treinta y Tres, Uruguay"
3640,"La amé... es lo único que puedo decir. Ojalá Montevideo despierte y vea la clase de candidata, de ser humano que tenemos en . A quien aún no se haya decidido, piensen esto: es Laura o Cosse. Ustedes deciden. Yo ya decidí: #AhoraMontevideo #LauraRaffoIntendenta ",21,Cosse,"Montevideo, Uruguay"
3799,,21,Cosse,"Montevideo, Uruguay"
3801,Es poco ese término!!!! Mejor ni lo digo!!! No me lo permite mi cultura!!!! ,21,Cosse,"Montevideo, Uruguay"
3825,No me extraña la ose de las piedras son unos corruptos lo digo x experiencia ,21,Cosse,"Canelones, Uruguay"
4077,"Las feministas de izquierda son feministas de circo, quedo comprobado con #viglietti y Villar que defiende abusadores. A su vez cuando el mugriento de Mujica dijo que el feminismo es inútil y con Cosse en las internas que estaban embatatados con lo de la mujer, no dijeron nada. ",21,Cosse,"Canelones, Uruguay"
4295,Pienso lo mismo. es la intendenta. 💪✌ ,21,Cosse,"Montevideo, Uruguay"
4347,A la que hay q desfenestrar es a la bruja de Cosse. Que horrible. Parezco de la época de la inquisición. Pero de verdad me asusta. Esa señora no quiere el bien para nadie en este mundo. ,21,Cosse,"Maldonado, Uruguay"
4448,"Será a Cosse, porque quien vota Villar no vota Raffo. ",21,Cosse,"Canelones, Uruguay"
4875,cuántas te tomaste?? O yo escuché mal? Dijiste: militantEs y militantAs? Guau en cualquier momento tenemos policíAs y policíOs!!! ,21,Cosse,"Maldonado, Uruguay"
4957,otra farsa más ,21,Cosse,"Montevideo, Uruguay"
4968,,21,Cosse,"Montevideo, Uruguay"
5328,,21,Cosse,"Montevideo, Uruguay"
5535,Genial Carolina ,21,Cosse,"Montevideo, Uruguay"
5636,Y el Partido de Raffo acepta que Moreira sea su candidato en Colonia? Y el compañero de Raffo en Endevor? ,21,Cosse,"Maldonado, Uruguay"
5854,"#viglietti y el propio Mujica cuando dijo que el feminismo era inútil o cuando en las internas por la fórmula paritaria con respecto a Cosse, dijo que estaban embatatados con lo de la mujer!! NingunE salió a decir nada. Igualmente lo que dijo Mujica por Raffo es cortina por Toma ",21,Cosse,"Canelones, Uruguay"
5944,"Claro. Por eso es que él no debe dar ese discurso. Su ex protegida Cosse, además, también lo hace. Ahora se viste como una pordiosera. Y en la fiesta de Antel la vimos con las luces. Vergüenza haber tenido ese presidente. ",21,Cosse,"Montevideo, Uruguay"
6079,"Yo me los hago siempre ahí, es en Piccioli y Rosseau a una cuadra de 8 de octubre. Son re capos, te atienden re bien, y a las que somos miedosas tremenda paciencia. ",21,Cosse,"Montevideo, Uruguay"
6228,"#renunciacosse, ah perdón, le erre, como decían q fuera a trabajar. Mal yo ",21,Cosse,"Canelones, Uruguay"
6833,"🧐🤔Este un infeliz LOOSER ; la peligrosa es la Cosse , ❌ella y ❌los 🦍🦍que la apoyan pcu‼️ ",21,Cosse,"Lavalleja, Uruguay"
6975,Hablando de diversidad..... ,21,Cosse,"Montevideo, Uruguay"
7264,Orssi ,21,Cosse,"Canelones, Uruguay"
7385,Hola buenas tardes donde se pueden retirar listas de ustedes y ch... Tres Cruces... Shopping ,21,Cosse,"Montevideo, Uruguay"
7576,"Esta es la foto que los caracteriza a ustedes, hacer creer que esto es un derecho, que falta de respeto a todo?!!! ",21,Cosse,"Montevideo, Uruguay"
7582,Falta de medicamentos? ,21,Cosse,"Montevideo, Uruguay"
7702,La podes enseñar la desigualdad también con en Cosse en los mejores locales de pta carretas shopping y las mujeres que se sacan los zapatos en barrios de mdeo para poder llegar a su casa los días de lluvia en los asentamientos LOGRADOS por el populismo. ,21,Cosse,"Canelones, Uruguay"
7802,"Para ser más inclusivo todavía te faltó decir que vas a ser intendenta de ""la Montevidea""🤣🤣🤣🤣🤣 ",21,Cosse,"Tacuarembó, Uruguay"
7804,Pienso que el domingo el.montevideano - tendra en cuenta que en la candidatura de Cosse hay varias cosas pendientes su actuacion en Antel.y principalmente lo del Antel a Laura el cambio. ,21,Cosse,"Canelones, Uruguay"
7820,"El factor común que usted conoce bien es acomodar un pueblo, intentar que la mayoría de la población sea ignorante y llevarse alguna cometa. ",21,Cosse,"Montevideo, Uruguay"
7884,". sostiene que el gobierno departamental debe ""jugar en toda la cancha"" y por ello planifica ""un gobierno de todo el si es electa intendenta de Montevideo. ",21,Cosse,Kalima
8525,El fruto cae cerca del árbol 🌳 ,21,Cosse,"Montevideo, Uruguay"
8583,Solo yo le contesto a alguien que tiene 37 seguidores Fin del comunicado 😡 ,21,Cosse,"Montevideo, Uruguay"
8856,"La democracia es un medio para llegar al fin que es el comunismo Lucha de clases, economía centralizada, 100 %empresas estatales, sin libertad de expresión Ese partido en Uruguay es la base de apoyo de Carolina Cosse a la imm ",21,Cosse,"Montevideo, Uruguay"
8873,"Son pompas de jabon, no llegan ni ala esquina ",21,Cosse,"Paysandú, Uruguay"
9629,Sos mexicano ,21,Cosse,"Montevideo, Uruguay"
9878,"Martin mandate a silenciooooo 28% muñeco. Y además como dijo el profeta tenés menos seguidores en el pajarito que ... Digo , como quien dice no existís !!! ",21,Cosse,"Montevideo, Uruguay"
10029,"Jajakaka esta pasa de tarada , se comio.el idioma español y lo que sale es pura mierda, perdon, no me gustan las palabrotas, pero la cosse entierra a los seres amados sin estar muertos y sin ninguna culpa, entrega el alma por un puto voto ",21,Cosse,"Canelones, Uruguay"
10466,"Es q si ponían 2 era peor la paliza! Cual de los 3 FA sirve para algo? Villar? Un tipo que denigra a sus compañeras mujeres, Cosse? Nos re cago con antel arena, Martínez? No hizo un carajo mientras estuvo, casi se le caen todas las semillas y le da un infarto en campaña ",21,Cosse,"Montevideo, Uruguay"
11369,"Ya lo sabés, el 27 votá Intendenta con 🔴 ⚫. Votá la 567 de la mano de ",21,Cosse,"Montevideo, Uruguay"
140,Debajo de la piel de cordero Carolina Cosse tiene al oso soviético que te viene a robar tus hijos para llevarlo a trabajar cómo esclavo a las minas de la Siberia ,22,Cosse,"Montevideo, Uruguay"
495,Cosse te amo ,22,Cosse,"Montevideo, Uruguay"
1689,,22,Cosse,"Montevideo, Uruguay"
1704,memoria y cambio ,22,Cosse,"Montevideo, Uruguay"
1735,me parece que la sra está fuera de foco sra así quiere ganar la Imm es Verdad ? lo que usted habló porque si es así yo misma le estoy pidiendo al sr secretario de Presidencia que tome recaudos necesario ,22,Cosse,"Montevideo, Uruguay"
1739,me parece que la sra está fuera de foco sra así quiere ganar la Imm es Verdad ? lo que usted habló porque si es así yo misma le estoy pidiendo al sr secretario de Presidencia que tome recaudos necesario ,22,Cosse,"Montevideo, Uruguay"
1848,Luis Alberto de Herrera quedo perfecta🤩 solo falta sacarle ese nombre d mierda y ponerle nossee avenida tabare vazquez ,22,Cosse,"Montevideo, Uruguay"
1873,"Pregunta, si Manini dijera las mismas palabras a Cosse, se creen que esta Sra ni le daria trascendencia? Es un hipócrita y cinica. Es más las femunistas radicales ya estarian en la calle. No puedo escuchar a esta mujer. Perdón ",22,Cosse,"Montevideo, Uruguay"
1880,Cosse en imponente todo lo que va hacer sin recaudar más..una genia! Todo por celular....estará unifo a algún programa de Antel?mm ,22,Cosse,"Soriano, Uruguay"
1914,están muy callados...Cosse hace un monólogo...se durmieron o no creen la boludez que habla...solo Leonardo está un poco despierto y le marca que lo que pone como una promesa lo hace el gobierno! Se olvidó que perdió en el frente!@ ,22,Cosse,"Soriano, Uruguay"
1926,"le dicen,que le dicen...haga una referencia clara y denuncie....hablar así es solo chisme. Y no emitir un juicio por el atropello de PP ...actitud mezquina y miedosa ",22,Cosse,"Soriano, Uruguay"
2026,"Todo para es una tontería,lo que escribe De Posadas, lo que pregunta tbm es una tontería..me queda claro que los dineros públicos le parecen una estupidez....pintada al óleo ",22,Cosse,"Soriano, Uruguay"
2032,Divertidas son tus ocurrencias.... ,22,Cosse,"Montevideo, Uruguay"
2121,"Tanto hay por decir de la situación de Montevideo y la responsabilidad del FA que la Gobierna hace 30 años, que los candidatos le rehuyen al debate propuesto por Es hora de cambiar! La alternancia del poder es sana. ",22,Cosse,"Maldonado, Uruguay"
2579,"Brillante respuesta del presidente de la ARU, Gabriel Capurro, a Cosse y Martínez por sus dichos sobre la desigualdad de ingresos. Si tanto les preocupaba dicha desigualdad, hubieran repartido sus haberes de jerarcas entre todos los funcionarios, asegurando la igualdad absoluta. ",22,Cosse,"Montevideo, Uruguay"
2619,"Brillante respuesta del presidente de la ARU, Gabriel Capurro, a Cosse y Martínez por sus dichos sobre la desigualdad de ingresos. Si tanto les preocupaba dicha desigualdad, hubieran repartido sus haberes de jerarcas entre todos sus funcionarios, asegurando la igualdad absoluta. ",22,Cosse,"Montevideo, Uruguay"
2736,Montevideo olvidado no les da vergüenza? ,22,Cosse,"Montevideo, Uruguay"
2765,,22,Cosse,"Montevideo, Uruguay"
3044,Está claro no se le puede pedir peras al olmo. Si a la inversa esos dichos hubieran sido expresados x algún integrante de la Coalición de Gobierno dirigidos a C. Cosse el lunes ya habrían hecho una marcha mostrando sus dotes femeninas. Lamentable !!! ,22,Cosse,"Montevideo, Uruguay"
3078,,22,Cosse,"Montevideo, Uruguay"
3145,Una capa... Así seguiremos avanzando Arriba Caroco ,22,Cosse,"Montevideo, Uruguay"
3260,"No la escuché, cuando los pacientes con cáncer, morían, porque no le daban medicamentos caros. Esta señora, no sé candidata para presidente, es para intendente. ",22,Cosse,"Montevideo, Uruguay"
3330,"“El frente amplio es mucho más que los candidatos, yo voy hacer un gobierno de todo el frente amplio...” #LaMontevideoQueQuiero #CarolinaIntendenta #CarolinaCosse ",22,Cosse,"Montevideo, Uruguay"
3518,,22,Cosse,"Montevideo, Uruguay"
3710,Q no sea mentirosa yo me atiendo en SALUD PUBLICA en policlinica de Piedras Blancas y tambie en Reumatologia y levanto todos los remedios es mentira q falta puedo decir si q en el año 2019 si faltaba q tenias q recorrer varias policlinicas para conseguir remedios ,22,Cosse,"Montevideo, Uruguay"
3797,LEONARDO ES UNA MENTIROSA YO ME ATIENDO EN LA POLICLINICA DE PIEDRAS BLANCA Y EN REUMATOLOGIA Y NO FALTA NINGUN MEDICAMENTO YO LEVANTO UNA CANTIDAD TE PUEDO DECIR SI Q EN EL 2019 SI FALTABA MEDICAMENTOS Q TENIAS Q RECORRER VARIAS POLICLINICAS PARA CONSEGUIR REMEDIOS ,22,Cosse,"Montevideo, Uruguay"
4010,Increible mientras en la UE se prohibio el.Comunismo aca con Cosse le darian al PC la IMM.parece no alcanzar la experiencia del Mides. ,22,Cosse,"Canelones, Uruguay"
4376,Conversatorio organizado por y en #Kalima junto a ,22,Cosse,"Montevideo, Uruguay"
4477,"Según ellos, en estos meses falta de todo, q caradura ",22,Cosse,"Soriano, Uruguay"
4507,Espera una semana y planificamos juntos ,22,Cosse,"Montevideo, Uruguay"
4522,Y quedo por esa? ,22,Cosse,"Montevideo, Uruguay"
4655,"Dijo Carolina Cosse en periodístico matutino .. ""Están faltando medicamentos"", Dónde le preguntan, ""A la gente"".. En policlínicas, en Asse? ""Ahh no sé, me llega, me informan q están faltando medicamentos""! Ja ja ",22,Cosse,"Canelones, Uruguay"
4709,"Carolina Cosse pide pizza con ananá, come pan dulces con frutas abrillantadas, es team invierno y no acaricia perros en la calle. Voten a Laura porfis ",22,Cosse,"Montevideo, Uruguay"
4715,"Carolina Cosse pide pizza con ananá, come pan dulce con frutas abrillantadas, es team invierno y no acaricia perros en la calle. Voten a Laura porfis ",22,Cosse,"Montevideo, Uruguay"
4719,"Carolina Cosse pide pizza con ananá, come pan dulces con frutas abrillantadas, es team invierno y no acaricia perros en la calle. Voten a Laura porfis ",22,Cosse,"Montevideo, Uruguay"
4721,"Carolina Cosse pide pizza con ananá, come pan dulce con frutas abrillantadas, es team invierno y no acaricia perros en la calle. Voten a Laura porfis ",22,Cosse,"Montevideo, Uruguay"
4723,"Carolina Cosse pide pizza con ananá, come pan dulce con frutas abrillantadas, es team invierno y no acaricia perros en la calle. Voten a Laura porfis ",22,Cosse,"Montevideo, Uruguay"
4880,🥱🌹👍 ,22,Cosse,"Salto, Uruguay"
4963,"Me encantó el discurso de Cosse diciendo q cuando pusieron fibra no miraron el partido político, ay caro! Es un servicio pago querida! ",22,Cosse,"Salto, Uruguay"
5192,Imaginate! Te acordás cuando decía que la invisilizaban por ser mujer!? ,22,Cosse,"Montevideo, Uruguay"
5458,,22,Cosse,"Montevideo, Uruguay"
5568,Aqui tendria q intervenir delutos informaticos y Cosse hacerle juicio x calumnias e injurias. Solo asi se termina con esto!!!! ,22,Cosse,"Montevideo, Uruguay"
5585,"Escuchas la nota de la Señora Cosse y tira un dato al boleo, de que falta que me dijeron que escucharon por ahí , que capaz , a alguien ,, ... POR FAVOR 🙏, puro manotazo de ahogado para sembrar el pánico en la gente, que poquito ... ",22,Cosse,"Montevideo, Uruguay"
5602,"Cosse en TV abierta miente descaradamente, inventando que “faltan medicamentos”. Le preguntan dónde o cuál es su fuente, y no sabe qué decir. Claramente fue una ocurrencia del momento. Es gravísimo que juegue con un tema tan sensible. Este personaje no puede llegar a intendente. ",22,Cosse,"Montevideo, Uruguay"
5633,Leíste la “declaración” de Cosse? Maravillosa. ,22,Cosse,"Canelones, Uruguay"
5698,"Sacanos a varios de la duda, sos ingeniera en serio? Podes compartir tu escolaridad? Perdon pero a veces, escuchándote en las entrevistas no parece que lo fueras, con respeto lo digo, posta que cuesta imaginarte haciendo algo de ingeniería. Gracias ",22,Cosse,"Soriano, Uruguay"
5871,"Yo les digo que acá en Maldonado antia solo en cartelería lleva gastado más de un millón de dólares conosco la gente que le hace los carteles en lona, ",22,Cosse,"Maldonado, Uruguay"
5896,La verdad que siiiii😂🤣 ,22,Cosse,"Montevideo, Uruguay"
5913,"En el caso del feminismo, la demostración de que es selectivo son las declaraciones de : ",22,Cosse,"Canelones, Uruguay"
5924,"Gráficamente 👠 Y el desconocimiento de lo que es #sororidad por parte de hoy en dando vuelta los ojos al de preguntada, es muy lamentable. El #zapatazo virtual de ya entró en nuestra historia. ",22,Cosse,"Montevideo, Uruguay"
5945,Y esto !? Tus asesores que te comentan ? ,22,Cosse,"Montevideo, Uruguay"
5962,LOS DEBATES Se HACEN CARA A CARA NO POR REDES. ME ACORDE QUE A UDS NO LOS DEJARON. ,22,Cosse,"Canelones, Uruguay"
6164,Y vos donde denunciaste? No te parece raro que con todo el aparato de gobierno buscando un alfiler mal comprado no hayan podido probar nada ? Y que solo se basa en rumores de diarios miliqueros para que giles ( te podes incluir ) coman del tuper? Saludos cordiales ,22,Cosse,"Montevideo, Uruguay"
6313,👏👏👏✌✌✌ ,22,Cosse,"Montevideo, Uruguay"
6404,,22,Cosse,"Montevideo, Uruguay"
6649,Acá el desmentido de las afirmaciones de . La mentira no es la forma. Sobra gobierno para enfrentar el desastre que nos dejó el Frente Amplio y la pandemia. ,22,Cosse,"Flores, Uruguay"
6938,"¿Estas serán las formas de la si gana Yerma de sentido nacional y con el Partido Comunista infelizmente destinado a romper, son imposibles las reformas -siempre pendientes- de la ciudad. La Patria al revés; regocijo arriba y dignidad abajo. ",22,Cosse,"Montevideo, Uruguay"
6942,una gran mentirosa. ,22,Cosse,"Montevideo, Uruguay"
6987,"Se equivocó , fue en el 2019, cuando la campaña electoral para octubre 😂😂 se entrevero ",22,Cosse,"Canelones, Uruguay"
7001,¿Estas van a ser las formas de la si gana Carente de sentido nacional y con el Partido Comunista infelizmente destinado a romper es imposible hacer las reformas -siempre pendientes- de Mvdeo. La Patria al revés; regocijo arriba y dignidad abajo. ,22,Cosse,"Montevideo, Uruguay"
7061,Parece que dijo que en muchos lugares de Asse se están acabando los medicamentos. Es una denuncia muy grave. Si de verdad es así es necesario que la candidata muestre las pruebas y en caso de no ser así que por favor se desmienta (cont). ,22,Cosse,"Montevideo, Uruguay"
7067,¿Estas van a ser las formas de la si gana Sin sentido nacional y con el Partido Comunista infelizmente destinado a romper es imposible hacer las reformas -siempre pendientes- de MVD. La Patria al revés; regocijo arriba y dignidad abajo. ,22,Cosse,"Montevideo, Uruguay"
7336,El comunicado quien lo esta dabdi Señora? El Presidente de ASSE ,22,Cosse,"Canelones, Uruguay"
7356,"🤣🤣🤣🤣Me sentiría alhagado, lo juro! ",22,Cosse,"Soriano, Uruguay"
7483,ASSE desmiente a Cosse 👇🏻 ,22,Cosse,"Montevideo, Uruguay"
7492,"Editorial: Carolina Cosse declaró públicamente que no es afín a la mortadela ni los ticholos del Chuy. Voten a Laura que salió desde abajo, comprando en la frontera y sobreviviendo a tener un papá Ministro. ",22,Cosse,"Montevideo, Uruguay"
7505,"Porque se oponen a todo lo que sea ayudar a los más vulnerables, acordate que las desigualdades son justas según ellos ",22,Cosse,"Montevideo, Uruguay"
7526,Está Señora ? Los asesores suyos que le informan ? Serán los mismos que le ayudaron a presupuestar el Ant Arena ? ,22,Cosse,"Montevideo, Uruguay"
7567,Que te hiciste hoy en ,22,Cosse,"Montevideo, Uruguay"
7709,"Se te nota en la cara que estás mintiendo. No tenés idea de nada , con él me dicen, no sirve. Ocúpate de tu campaña ,deja el gobierno en paz !! ",22,Cosse,"Montevideo, Uruguay"
